component 1,component 2,component 3,component 4,component 5,class
8.680329,3.6523702,4.6380067,3.5929213,0.19382855,QSO
6.274007,1.7186475,4.152059,5.9081326,10.802438,GALAXY
7.4028907,2.1239192,1.9386997,7.7336717,3.1176314,GALAXY
8.722472,3.196958,4.46792,4.4369054,0.5302503,QSO
5.7481627,5.327321,5.5619597,2.7227125,9.9398575,STAR
1.4234068,4.923377,8.368123,5.713388,7.720072,GALAXY
3.3047855,6.75947,7.749021,4.9598823,1.8146477,GALAXY
8.682764,5.7548475,2.3264635,2.621376,3.2635138,GALAXY
3.1988637,9.080797,7.168077,7.7317033,3.4057415,GALAXY
3.4861844,11.4261875,5.5629916,4.3048344,4.3499274,GALAXY
7.4483337,1.4217354,1.6355973,8.939754,3.0881817,QSO
5.1175103,1.6252334,4.8956094,7.3084307,9.2855425,GALAXY
3.1258137,2.0505314,1.6416869,7.4510174,4.949953,GALAXY
4.478946,1.4967768,7.030833,6.5248036,8.543807,GALAXY
6.661848,2.0071063,3.4923189,5.806506,10.694867,GALAXY
5.053045,1.5436167,1.6729997,8.021245,2.0482247,QSO
4.7857556,8.263948,6.7436833,5.723515,7.5712056,STAR
4.8859076,1.1967883,6.9571853,6.8135085,8.865568,GALAXY
3.3731275,6.4136925,7.3247604,2.5833306,3.3183184,GALAXY
4.1192193,11.624004,6.324072,4.6799297,4.242678,GALAXY
5.822463,1.4975761,5.2204328,6.6934423,10.185676,GALAXY
5.3767014,9.642935,9.355143,6.1883683,4.1060357,GALAXY
1.9853251,6.108551,8.909655,3.406831,2.3369424,GALAXY
6.845929,6.8813586,6.181381,2.5969594,9.910174,GALAXY
6.0482697,7.1945124,1.1647866,0.3679234,4.505787,GALAXY
7.724437,7.8166504,5.474082,4.8148074,7.2727246,GALAXY
7.2425985,2.8569613,2.353366,8.291484,1.520465,QSO
5.2046328,9.512281,6.3430486,7.504543,4.7529116,GALAXY
7.072836,4.331112,4.20964,4.008992,0.8563478,GALAXY
7.484103,6.217163,4.8784776,3.0986772,8.845761,GALAXY
5.7808266,9.379629,6.4331083,4.017003,3.9188962,GALAXY
7.9730873,4.3732247,3.8538508,2.2259278,9.885119,GALAXY
7.4293356,5.925989,5.642213,1.9594284,10.222091,GALAXY
6.314305,1.854481,3.800765,6.5277147,10.471859,GALAXY
6.702711,6.411312,5.458594,3.2699876,3.9875193,STAR
4.2644567,3.4455981,2.232898,8.07809,5.6733127,STAR
7.0786543,6.0736012,5.7548747,0.38867,0.6283863,QSO
-0.17263024,7.36043,6.109403,4.123509,4.6825266,GALAXY
7.582612,7.9599204,5.7587733,4.1759906,8.06716,GALAXY
2.4027457,8.406629,7.6844654,7.195881,3.0393994,GALAXY
2.1338751,1.1400657,1.0193053,7.0493503,3.4294639,QSO
2.3039472,6.0654573,8.857227,3.888253,1.8906429,GALAXY
5.702322,9.27753,6.096704,7.2883034,4.376842,GALAXY
5.7529607,7.096441,4.865706,-0.73216665,2.699936,QSO
2.2538407,1.5030626,3.1210318,7.1547565,5.007708,GALAXY
4.1838794,3.3610878,7.197748,4.812512,9.89406,GALAXY
8.403632,3.0571375,5.3603277,1.9269912,2.0118396,STAR
2.1476223,0.88751864,1.5213587,6.552429,4.648006,GALAXY
4.8097663,11.418307,6.8674445,4.883102,4.1997957,GALAXY
5.438794,4.0182443,5.196772,2.9671817,10.23392,STAR
0.062760964,7.7007446,8.729509,4.569641,3.8372653,GALAXY
5.2327156,1.2160435,0.6345283,9.10292,3.7414353,STAR
1.6732603,2.3544145,0.5833542,7.7623534,5.262733,STAR
1.1561959,2.239777,1.1907974,7.665239,5.247599,STAR
8.845293,2.7120993,3.8752759,6.3646417,1.0118124,GALAXY
4.2226577,7.0054727,7.25859,4.697111,9.269027,GALAXY
1.1611569,2.1216803,2.194257,7.6766963,6.514002,QSO
7.5390477,4.9980216,4.9010587,2.4437044,0.27081043,QSO
7.310588,1.4055942,1.533636,8.817848,3.260994,GALAXY
5.559779,7.241853,2.010808,-0.031166278,3.9491193,STAR
3.7459242,1.4534943,0.19837753,8.354178,3.8041673,QSO
1.3579142,2.7247572,1.3403977,8.005446,6.029647,GALAXY
8.469723,3.2364066,5.5479407,1.6166308,1.4415413,STAR
6.647545,4.669531,5.396873,4.570667,1.4127358,GALAXY
7.8371043,4.9545145,5.9860697,0.63772523,0.50517017,QSO
5.5313716,1.8012534,4.055062,7.5496645,9.638651,GALAXY
7.202327,8.670206,6.4864078,4.296086,8.673153,GALAXY
3.5905368,1.6771567,5.77215,6.6580887,6.439202,GALAXY
8.189388,4.082086,4.4094563,4.0719137,0.11834573,QSO
4.8427873,6.014294,9.73428,7.038061,3.1077693,GALAXY
5.642203,1.179477,0.45068616,7.9020486,2.982842,QSO
1.3901983,6.60986,8.467565,2.0391302,3.5496833,GALAXY
7.0556684,3.2965522,3.5099812,2.2707038,10.313939,GALAXY
4.3790526,2.7282288,1.619242,8.413635,4.7149305,STAR
9.108066,1.9543165,3.9359503,5.6155367,2.2431307,QSO
5.3219557,1.1270742,0.30292326,7.9782233,3.2220745,QSO
5.410807,2.445037,6.234374,4.3867517,10.966449,GALAXY
2.2418165,6.902379,8.527294,5.330466,1.5778743,GALAXY
7.9614,4.3534017,3.8463795,2.2985592,9.887875,GALAXY
5.729331,7.401859,6.3663282,4.0127797,8.976072,GALAXY
2.722089,1.2761179,0.32608208,6.8702517,4.2322793,QSO
4.541934,6.067275,6.6444855,4.0796237,3.1832573,GALAXY
0.4761873,6.4013886,6.0700774,4.1810975,4.761509,STAR
4.394178,8.818096,5.386051,3.15936,4.134759,GALAXY
6.2014627,6.857079,5.3699126,5.771335,4.8384137,STAR
7.9438863,2.164327,3.5025368,7.2527432,2.2489002,STAR
7.232667,6.255268,5.4619036,4.3872023,3.0083888,STAR
9.368831,3.2961836,2.8069527,7.1249633,1.4482045,QSO
4.1873527,8.086827,6.7838287,6.6026134,2.1303282,GALAXY
0.9529667,7.514897,7.9160166,4.4574146,4.0684285,GALAXY
7.3279047,6.871293,3.0443065,2.8238988,4.5605702,STAR
5.613489,11.1422415,6.809316,4.7024384,4.142581,GALAXY
5.796566,7.3869076,3.1281402,-0.89582753,5.0853076,STAR
3.8037827,0.95641583,1.2860817,7.4216614,2.17267,QSO
4.783512,9.518235,6.462834,7.7040286,4.3229623,GALAXY
7.5032716,4.871306,4.5808682,1.7762434,10.0679655,GALAXY
1.9594016,6.4277406,8.697366,3.852027,2.3217192,GALAXY
2.3417213,8.186975,7.8107944,6.62529,6.5297337,GALAXY
6.537031,8.307571,6.848496,3.9258788,9.402983,GALAXY
-0.26657575,5.935401,6.6597977,4.5489745,5.4139304,GALAXY
3.3303547,8.942016,7.1931477,7.355607,5.0134506,GALAXY
5.2744837,1.2554319,1.4419767,8.892312,2.131333,STAR
1.7833587,2.1686983,2.4518533,7.8031793,7.0600677,QSO
3.2510355,0.97559977,1.4552181,7.2384987,2.7776191,QSO
7.7584877,4.5235105,5.7062097,1.4212475,0.4370067,QSO
3.498515,7.4796915,6.3446555,2.4259977,3.9294255,GALAXY
2.6459303,7.9951277,7.454336,6.659854,5.605283,GALAXY
4.06365,1.3582652,2.2482076,6.7714834,3.857367,GALAXY
5.9317718,9.642628,6.4021735,6.900673,6.1143084,GALAXY
6.6255016,4.743062,5.7055383,4.906686,1.1612622,STAR
4.9710317,1.4718264,7.344835,6.327323,9.460659,GALAXY
6.633332,6.2125435,4.197743,1.9856378,4.63772,STAR
8.298968,6.370641,4.028615,4.3628387,3.170722,STAR
6.0274143,10.550689,8.444675,5.4697957,4.110176,GALAXY
-0.39465252,7.902649,7.8259335,4.7371593,4.871538,GALAXY
6.714235,9.3299055,6.689322,5.29771,8.101128,GALAXY
6.9169693,3.591836,3.6664891,2.251645,10.1307335,GALAXY
1.7994345,3.3911421,7.2992353,5.5393467,5.7108727,QSO
4.9170175,7.597397,9.616359,6.668053,3.643501,GALAXY
6.9816785,3.5093691,3.9797697,5.3931303,1.403467,STAR
5.437973,1.9188528,5.273962,5.870675,10.097946,GALAXY
5.701499,6.3918786,4.7694364,0.6185234,2.0013502,GALAXY
4.098217,11.057499,5.173382,4.1081266,4.3293676,GALAXY
5.7792845,7.4069843,1.2306058,-0.039744634,5.0597086,STAR
6.343486,8.883021,6.2722936,5.7205286,7.178595,GALAXY
6.6930904,5.887516,4.935673,-0.29821268,4.5877266,STAR
5.4648023,5.899302,4.5738487,1.5218046,2.029936,GALAXY
9.050448,3.473917,3.4299154,6.394373,0.69214493,QSO
8.664215,6.003049,2.8417835,3.267912,3.4263675,GALAXY
6.045544,4.0136027,4.4700346,2.6149545,10.015518,STAR
1.3019311,5.6720414,5.09361,3.1579282,3.9501643,GALAXY
6.3849783,8.270851,5.7832913,6.306562,4.8421135,GALAXY
6.0664334,1.9321727,3.743176,6.636322,10.288994,GALAXY
2.7970726,2.1504729,3.5691254,7.693481,6.9076366,GALAXY
8.651171,3.7253406,4.721277,3.6198723,-0.024920244,QSO
3.3734438,1.4365145,2.954459,6.732589,4.3563833,GALAXY
4.405904,10.437809,4.79961,3.718377,4.3080344,GALAXY
8.215203,1.8158786,3.1809216,7.958244,2.4334917,STAR
4.523157,9.449843,6.8046575,7.306033,5.65761,GALAXY
7.91431,5.6250653,4.567951,2.1954896,9.427344,GALAXY
6.735816,2.2659051,2.9765944,4.9666243,10.5861225,GALAXY
2.967394,8.487174,7.348462,7.2222114,2.4091775,GALAXY
5.569475,1.8703637,2.3456976,8.194944,1.9754757,QSO
6.140094,2.4979153,5.478508,3.9400196,11.290599,GALAXY
5.5183573,7.4566007,1.8125447,-0.34093615,4.3983803,STAR
2.1218636,3.4706182,7.368272,5.7179217,6.273132,STAR
-0.08083698,7.863481,7.5860124,4.344295,4.6404414,GALAXY
7.043146,3.4730577,4.401083,2.2648804,10.826087,GALAXY
4.9252152,5.716326,9.787834,7.111527,2.9833305,GALAXY
8.392139,6.202846,1.6875644,2.340928,3.5795114,GALAXY
1.7905128,7.853318,7.9691625,6.538846,3.9111109,GALAXY
5.982406,7.2701645,4.717057,-1.422569,4.1650257,STAR
5.2412167,11.020535,7.93261,5.326438,4.1791887,GALAXY
2.5431051,6.0971384,8.085133,2.2518625,3.1932893,STAR
8.853365,6.31669,1.6582558,2.6427891,3.7126925,STAR
7.0927978,3.951752,3.9635568,4.827097,1.0569538,GALAXY
7.32049,2.9277582,2.787429,3.5451765,10.250711,GALAXY
6.158879,6.899794,5.1408277,-1.1638317,3.5577536,STAR
7.705725,5.578562,5.0417185,4.849411,2.0823169,STAR
2.1774776,2.522658,0.39006796,8.035625,5.1235223,STAR
6.016871,7.1395707,2.895389,-0.42043546,5.3401136,STAR
1.27693,2.5749197,1.1385862,7.903783,5.6377783,STAR
6.284859,5.137612,8.875054,6.289725,2.0709114,GALAXY
3.324227,10.757387,4.550191,3.5988538,4.470819,GALAXY
5.135885,3.9344087,6.6830244,5.0191274,0.6256351,GALAXY
1.9490855,7.71417,7.8975787,6.382602,6.7648067,GALAXY
6.9712873,4.7067523,4.335143,3.7167265,2.0998785,GALAXY
0.49686515,7.5266566,8.894067,4.9724627,3.46054,GALAXY
9.3982,3.044208,4.803405,2.7957911,0.6203517,GALAXY
2.392843,3.212051,1.2472965,8.440498,5.6472597,QSO
6.789295,6.4947624,8.467721,5.6685877,2.8428922,STAR
4.0388694,2.441545,5.906012,6.1412225,8.108485,STAR
3.6143482,3.2262921,2.0683014,8.231682,5.6005955,QSO
-0.17168786,7.8955064,5.630199,3.9825878,4.3147984,GALAXY
8.800237,3.3304946,3.7651448,6.1832185,0.5327871,QSO
6.743698,2.8636684,3.2255633,6.6186213,4.331373,STAR
-0.38900736,8.110989,7.940739,4.1534667,4.5160403,GALAXY
5.4863186,6.374498,2.9983635,1.3278309,3.0861385,GALAXY
6.5551896,9.555914,6.3038664,6.442208,6.5459948,GALAXY
0.31140354,5.5772653,7.693005,5.3773656,6.4979954,GALAXY
2.1128047,10.48051,5.7715282,4.1626782,4.2514396,GALAXY
2.363376,1.1873703,1.1102253,6.65283,4.818831,QSO
4.793043,9.554243,6.558926,7.554737,4.9545527,GALAXY
6.0873647,6.2110953,2.5936337,1.5885588,3.0968387,GALAXY
1.9801452,3.286365,8.251918,5.9039617,7.0809603,GALAXY
5.614531,1.4691268,5.5968523,6.709183,9.956825,GALAXY
8.327051,3.776619,5.94842,0.75050163,1.2837094,GALAXY
9.780109,2.3020453,3.5691984,6.4229403,1.5524881,GALAXY
5.3446555,8.0393095,6.095939,6.5815134,3.2562177,GALAXY
3.595271,3.4122734,2.6785092,8.101057,7.47578,GALAXY
4.082304,2.028035,0.5899584,8.60555,4.432311,GALAXY
2.3343785,8.744752,5.1044655,1.8941895,4.6197824,GALAXY
1.5014966,1.0885049,1.4797474,6.678557,4.872957,QSO
5.4789577,11.118791,7.266809,4.9216356,4.095556,GALAXY
3.6526394,9.137793,7.2041144,7.195384,5.90362,GALAXY
7.9680467,2.1182716,2.4427395,8.916874,1.8320776,GALAXY
8.953946,3.8325052,5.1159935,2.3760004,-0.07698385,QSO
2.7207687,1.5387828,0.4151335,7.136079,4.571044,QSO
3.9920454,3.9245262,2.1367302,8.265744,6.8768473,STAR
1.6374612,1.4521981,0.93666726,7.1136127,3.9832342,QSO
8.405527,2.7638679,1.8242759,8.343259,1.990925,QSO
6.663879,6.268532,5.7431846,-1.2337955,4.0269046,STAR
6.276612,2.71655,3.5663018,3.6120481,10.362175,GALAXY
6.7124014,6.8930817,5.8962502,2.7668815,9.521399,GALAXY
5.1590757,2.5158513,6.6323977,4.610115,10.755088,GALAXY
8.662626,4.394966,4.2722054,3.6652482,-0.26016584,QSO
6.1765003,10.040067,7.093355,4.5828075,3.9254777,GALAXY
4.8053,9.336162,8.923962,6.0040402,3.9603188,GALAXY
1.8656343,6.5584373,4.799475,3.4073844,3.2747502,GALAXY
0.52778727,7.9464893,7.8975234,2.9626884,4.02724,GALAXY
2.2221756,7.687199,6.497749,1.9576486,4.1826043,QSO
7.4892087,4.7956853,6.1253295,-0.13756096,2.7996488,STAR
2.4120414,8.663663,7.7420487,7.121234,5.385582,GALAXY
1.9922392,9.794995,5.5238953,3.7585475,4.3039393,GALAXY
7.1220136,2.533285,3.27381,6.5745564,4.053561,STAR
8.35626,3.3920848,5.70565,1.2755749,1.5286828,STAR
-0.11958685,7.82132,8.623771,4.57677,4.070504,GALAXY
2.3895922,1.4636873,1.4479533,7.634101,3.57244,GALAXY
1.3548042,1.9964665,2.1161458,7.492021,6.53065,QSO
5.1373205,8.873321,5.935666,3.5425994,3.9857867,GALAXY
3.9356024,0.87762415,0.8016058,6.720705,2.7276838,QSO
6.013844,8.326392,5.866449,6.5881743,4.07814,GALAXY
2.3294992,8.154653,7.8938556,7.0432363,1.6877186,GALAXY
7.4929,5.185985,6.2077827,0.087387495,1.1272397,GALAXY
5.9779954,4.202098,4.5514574,3.0474145,9.745354,GALAXY
2.4425282,3.380563,1.8434907,8.513738,7.150169,STAR
5.7958884,1.5440371,1.3091193,8.337994,1.5948199,QSO
4.3306737,4.4746237,7.472235,4.2747207,10.433899,GALAXY
5.992374,1.6064422,5.0943246,6.0507655,10.628763,GALAXY
5.402195,7.157013,3.083986,-0.16126092,3.4202662,GALAXY
5.713638,2.6204998,3.6401484,5.529307,9.724957,GALAXY
5.6177526,5.4558687,5.517522,3.2921195,9.456511,GALAXY
0.25059393,7.7922916,8.796578,5.3158846,3.8712006,GALAXY
5.6221833,1.3309603,6.20878,6.5880713,9.955563,GALAXY
3.462698,8.5907,7.060408,7.267505,2.1558805,GALAXY
5.849606,8.811732,7.018032,4.960545,8.768279,GALAXY
5.8864455,2.938546,3.613836,6.3369246,2.321763,GALAXY
5.4190793,2.2726605,5.087023,5.051583,10.262288,GALAXY
0.5819968,5.1383348,6.283221,4.231944,5.018668,STAR
7.2691183,3.7600322,3.4657047,2.2733996,9.939212,GALAXY
3.7623858,1.2306515,5.3532553,7.0232553,6.7737913,GALAXY
5.517498,3.796953,2.566771,7.549209,5.4676175,QSO
8.132311,2.9841843,2.4558492,8.374041,1.4814603,QSO
10.08043,3.5582192,3.703511,5.012131,0.36184502,GALAXY
1.8906562,9.0833435,6.0255256,4.4457088,3.8890204,GALAXY
6.015942,1.9780796,1.9102383,7.551699,4.2237334,GALAXY
7.4334855,8.72441,5.7379436,5.892207,6.1777196,GALAXY
3.800784,1.4751467,2.8437603,6.9284954,3.415129,QSO
6.3752913,4.951001,4.9252214,3.1634498,4.1611357,QSO
4.4485774,10.550105,4.9862227,3.826354,4.2862883,GALAXY
7.162047,5.5543337,5.4182777,1.3053304,0.45053563,QSO
8.873196,2.823771,4.923273,2.7228801,1.6495005,STAR
4.5706244,1.9958813,7.038451,5.9188194,9.253069,GALAXY
5.30909,3.1370332,2.6744142,7.254694,8.925742,GALAXY
5.02881,8.948159,6.4266877,6.9193482,5.410209,GALAXY
3.8374317,0.8576495,0.27959698,6.901908,3.1635103,QSO
4.6688156,1.3674498,0.41403958,8.644586,3.920843,GALAXY
8.475621,3.0641978,5.412975,1.8324479,1.7928171,QSO
0.012191476,7.7181177,8.740226,4.3163934,3.8392885,GALAXY
3.393145,1.5267317,2.0382361,7.7999234,2.9522674,QSO
3.0365293,3.2138727,8.1673155,5.7331395,8.398996,GALAXY
3.2807736,8.810899,7.187345,7.2780323,4.986849,GALAXY
6.678856,6.393955,7.5111723,5.07768,2.8442106,GALAXY
1.0036589,6.574354,9.438112,4.0271955,2.4286938,GALAXY
3.4313195,1.2852834,3.2695837,6.7126856,4.49006,GALAXY
2.0877001,0.8447332,1.5109427,6.507225,4.4815993,QSO
6.2918262,10.048675,8.459486,5.4415903,4.0183387,GALAXY
9.471433,3.2062232,4.0465665,5.0143514,0.27723032,QSO
7.0632267,1.3158723,1.2787071,8.958722,3.0875947,STAR
6.7934937,4.662134,4.3886604,3.7031937,2.0469735,GALAXY
3.6432893,9.284212,7.1473083,7.444281,5.4188313,GALAXY
2.0086498,8.845684,5.771935,2.5754824,4.3777122,GALAXY
8.329387,4.1299443,4.007292,4.6893673,0.22605966,QSO
7.1214085,2.6375284,2.0467932,8.128816,1.6316357,QSO
6.896562,6.1510167,6.8344655,4.9234266,2.7055395,STAR
5.6603994,7.553064,10.052428,6.9545226,3.7342281,GALAXY
3.090344,1.6109208,1.7994514,7.039434,5.165329,GALAXY
6.636451,6.329133,9.16774,6.268152,2.891715,STAR
9.677406,3.9927475,3.4617367,5.5053616,0.32532313,QSO
1.6559099,3.4821172,8.101091,5.7881484,6.7381563,GALAXY
7.3642845,3.5240054,3.3856936,6.2512465,1.2666893,GALAXY
3.2180085,6.5944524,7.715669,4.475031,2.2396312,GALAXY
8.264734,6.3583975,4.1078973,4.4254556,3.111282,STAR
7.7859783,5.3529887,3.8962681,3.608821,8.703888,GALAXY
5.4257197,8.526966,6.632568,5.507761,7.808517,GALAXY
3.948867,1.5691316,4.186427,7.7178226,8.008993,GALAXY
8.652951,4.4773216,4.764168,2.7320743,-0.39456773,QSO
6.6569633,5.0932755,3.4570432,5.776875,7.1244326,STAR
5.6400185,4.2562428,7.868995,5.7781944,1.0269626,GALAXY
7.2058234,9.092187,5.9123116,6.151516,6.206966,GALAXY
3.0692976,2.2896674,3.5800602,7.627857,6.9027443,GALAXY
6.1214285,1.5039914,5.4205213,6.2656913,10.540932,STAR
5.6692066,7.162419,4.776075,-0.54220164,2.4868288,QSO
9.244167,3.6740112,3.060177,6.748874,0.9041542,QSO
1.6732641,4.7526617,5.879131,3.8279612,4.4288597,GALAXY
7.3914022,5.572471,5.4324565,1.2346021,0.34631515,QSO
9.405972,2.676478,4.717624,3.118075,0.9699158,GALAXY
6.8023224,8.508562,8.327701,5.246549,3.598743,GALAXY
3.9518325,6.642792,7.378586,4.7380576,9.348039,GALAXY
5.315482,2.4486637,5.5811386,4.5227237,10.529099,GALAXY
7.8384824,5.0301905,5.9180894,0.79102546,0.29629204,STAR
6.065265,8.755353,6.196597,6.079501,6.4410973,GALAXY
5.406947,10.986033,7.214981,4.944192,4.1550508,GALAXY
1.7268978,6.0962787,8.882281,2.560161,2.9371324,GALAXY
4.3655405,4.916621,8.865162,6.5098853,2.2294033,GALAXY
4.692422,8.871984,6.386451,7.3531075,2.8269677,GALAXY
1.2833358,5.592322,5.19567,3.2282476,4.031526,GALAXY
4.048022,1.8372865,2.4535875,7.772397,3.1231947,STAR
5.843315,8.877346,6.484305,5.7955174,7.3891897,GALAXY
5.4684167,3.4536548,6.115597,3.447504,11.06218,GALAXY
5.9076166,6.287689,5.285911,5.6550903,4.4633436,STAR
3.60555,2.2032247,7.9423103,6.145126,8.19352,GALAXY
0.38533643,5.7442636,7.9003463,5.531737,6.745222,GALAXY
6.069681,9.146159,6.809528,4.178263,3.8362076,STAR
0.96687436,8.051881,7.185983,1.7257924,4.3472457,GALAXY
2.4591587,1.4098388,3.3788714,7.1861725,6.321544,GALAXY
6.2293296,1.331056,0.5909106,8.146349,2.596157,QSO
9.719839,3.5424216,3.4085562,6.296384,0.54589206,QSO
1.7921743,1.2711165,0.6905035,7.1055913,3.9410467,QSO
6.1334133,1.271757,0.58674735,8.212488,2.9052525,GALAXY
2.25321,9.130231,5.202637,2.4291675,4.513117,GALAXY
4.8345647,5.3372416,6.855033,3.4983528,10.484671,STAR
5.1706877,3.3204696,2.549181,7.393504,8.695732,STAR
7.1995277,2.5252762,1.5906261,8.544733,1.845781,QSO
3.916091,8.317927,6.8521976,6.7998514,3.1227844,GALAXY
4.823786,10.112946,5.1885214,3.723657,4.195407,GALAXY
6.4777913,9.119501,6.81501,5.0231757,8.481443,GALAXY
8.395652,3.7901838,5.3983746,2.1488936,0.35049435,STAR
3.4563432,0.9440009,0.11233572,7.192996,3.2141263,QSO
0.965781,2.013504,1.2618135,7.403325,5.433764,STAR
3.2021828,1.4884932,3.240647,6.8627357,4.4745655,GALAXY
7.415858,3.915663,2.8868554,3.5257869,9.350886,GALAXY
3.9596026,9.390844,6.887709,7.6482377,4.783979,GALAXY
2.285491,3.0232148,2.079364,8.337822,7.3360176,QSO
5.830052,1.0055319,0.7475421,9.089014,3.0439978,QSO
2.911197,2.1818452,2.964001,7.5923176,5.234924,GALAXY
8.613048,5.6269875,2.9123964,3.097288,3.139783,GALAXY
6.3058414,1.8554301,2.0724378,8.69229,1.7187527,STAR
5.4927087,1.4509406,6.2687902,6.3915997,9.938544,GALAXY
7.3331056,8.545723,6.5679708,3.8968663,9.047448,GALAXY
6.258889,4.45387,5.1361446,4.1823435,1.439427,GALAXY
0.78326607,8.435603,7.056929,2.9649053,4.2674236,GALAXY
7.4611716,3.2103155,3.3050475,6.9086833,1.1867503,QSO
5.727785,9.097284,6.035763,7.2209687,4.065293,GALAXY
1.2940832,4.579955,6.2962265,4.2847757,4.8393745,GALAXY
7.1990566,6.7248,3.8980408,3.0510926,4.3223534,STAR
4.9482822,2.1010854,6.626249,5.5494394,9.94169,GALAXY
2.8455923,6.0461955,8.306273,3.481586,2.3041203,GALAXY
5.7507963,3.3562393,2.8210728,6.3066797,8.876894,GALAXY
3.0740547,8.570618,7.2828007,7.1061645,5.3174276,GALAXY
1.9487646,8.829877,6.1789165,4.580597,3.764407,GALAXY
2.8229847,7.874365,7.6705775,6.415243,1.7920179,GALAXY
4.5302467,2.6916645,5.80356,5.5145836,9.121656,GALAXY
1.263037,7.142443,8.785902,4.980211,2.6891854,GALAXY
6.4438143,4.5486116,5.191349,4.304952,1.4650232,GALAXY
6.719524,6.729323,0.9106068,1.0464563,3.7927933,GALAXY
5.153886,1.953736,5.17833,6.3140097,9.559376,STAR
1.2745887,6.990045,7.9102454,6.0490775,6.583274,GALAXY
1.0693251,7.3814316,7.9614944,6.14013,6.061429,GALAXY
7.604322,4.754428,5.6561723,1.3652943,0.55330426,QSO
6.1566525,7.6787143,6.1682305,4.254812,8.506838,GALAXY
3.2585037,1.000633,1.7544425,6.885801,2.8136153,QSO
2.3455567,1.4351187,3.113634,7.187005,6.392694,GALAXY
9.046811,3.2351737,4.0044394,5.4600315,0.39976132,QSO
6.352419,4.7235627,2.9523346,6.2036233,7.413214,QSO
6.2062354,1.6690508,4.530373,5.682915,10.891068,GALAXY
5.602127,2.2406425,3.379719,7.263202,9.629459,GALAXY
2.204702,3.2201097,8.063004,5.919321,7.043209,GALAXY
5.4491076,9.624724,6.3546247,7.408604,5.1176763,GALAXY
3.705392,9.061912,4.688278,2.815414,4.373099,GALAXY
7.974826,2.18122,2.3051548,8.889074,1.8387679,QSO
3.8576536,8.480287,7.4253206,6.1029506,7.789503,GALAXY
9.226469,3.6624238,3.6330903,5.8303895,0.29627776,QSO
4.686435,10.529273,8.285153,5.49016,4.07039,GALAXY
6.686953,7.183935,7.509911,4.7446275,3.3144457,GALAXY
6.067605,6.968219,5.371664,-0.43744013,1.8512076,QSO
4.3275185,0.9768882,0.31939635,7.1653743,3.4079125,GALAXY
3.2895179,6.7010665,7.7847166,4.85516,1.7774655,STAR
4.236206,7.7215347,7.0441456,5.3529677,8.269963,GALAXY
2.6756282,2.3718636,1.3062191,8.275274,4.4056973,QSO
7.01689,7.0168047,0.53478307,1.3713925,4.6359305,STAR
7.9954658,4.837753,3.7365348,2.6187937,9.315718,GALAXY
7.638488,3.81265,3.0961728,2.670526,9.68303,GALAXY
7.5817704,8.348248,6.485941,3.591534,9.194389,GALAXY
2.3714213,5.9444532,8.575623,2.8026037,2.678088,GALAXY
8.35372,7.5186133,5.477485,3.657224,8.354881,GALAXY
3.7350764,3.2415411,2.7936182,8.045276,7.862866,GALAXY
7.3460217,5.2222176,5.3002996,1.75708,0.31305456,QSO
3.9740133,0.9426236,1.5318695,6.847697,2.8011491,QSO
1.2646815,8.592798,6.631747,3.0524626,4.250894,STAR
5.2148595,3.0352442,2.0125225,8.110671,4.9608417,QSO
0.80004823,7.012355,9.412156,5.0192323,2.300536,GALAXY
5.449832,4.3426485,8.954121,6.5148253,1.6202675,GALAXY
2.0557783,8.668426,5.393701,1.7547601,4.6256166,GALAXY
6.7662063,8.914805,5.818175,6.5689726,5.1614194,GALAXY
2.24323,6.481737,7.755569,1.8338408,3.6362953,GALAXY
3.5558734,3.3008685,2.543928,8.099244,6.434051,STAR
3.0789423,1.2081009,0.29210985,8.104099,3.2158246,QSO
8.209572,4.9206934,5.344761,1.6961124,-0.2356602,QSO
8.624257,3.6427016,2.8993082,7.141011,1.1651787,QSO
1.6064742,1.3789737,2.3528814,6.8235006,5.3373427,QSO
7.0947523,2.9456806,2.3864233,4.8427052,9.955848,GALAXY
2.3792212,6.550456,7.8542247,5.7151923,8.077612,STAR
3.4422941,9.035236,7.3284373,7.1184916,6.015149,GALAXY
6.7814226,8.398084,9.171214,5.9566894,3.7056494,GALAXY
6.312827,4.8201404,3.1250362,6.3169904,6.8976645,QSO
4.521169,5.891437,9.249009,6.6929984,2.8866906,GALAXY
5.7689047,2.7214146,3.9390233,4.620259,9.973589,GALAXY
7.9617085,3.8753684,2.9406471,2.9941082,9.604236,GALAXY
6.521673,7.510818,6.3233027,3.2845404,9.421189,GALAXY
6.547759,6.1270204,4.1135297,1.4309853,4.6161237,QSO
9.3692665,3.673349,4.378472,3.2016642,0.50262654,GALAXY
7.935995,8.314234,5.679214,4.9787464,7.1858897,GALAXY
5.723533,6.7820487,4.7584696,-0.13214478,2.3377156,GALAXY
5.182608,2.2998893,1.4531349,8.462881,4.6064835,GALAXY
6.639626,3.0613308,2.3543813,5.6860514,9.645698,GALAXY
2.1200588,1.1728249,1.1398481,6.39815,4.524282,QSO
3.929044,5.9850574,7.177932,4.6195,9.325283,GALAXY
7.6244626,4.424868,4.285653,3.8081186,0.40334934,QSO
8.323465,4.2425704,5.304348,2.2263584,-0.045760475,QSO
